,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
10923,921420341280468993,2017-10-20 16:58:23,L000397,Zoe Lofgren,D,CA,"By ending cost-sharing reduction payments, @realDonaldTrump is destabilizing the marketplace &amp; harming American families.",267938462,-2.0
20838,859930868885970944,2017-05-04 00:41:10,W000802,Sheldon Whitehouse,D,RI,.@POTUS &amp; Senate GOP want to deny millions of Americans access to retirement savings by blocking autoIRAs to please Wall Street. Seriously?,242555999,-2.0
15398,826106321305010177,2017-01-30 16:34:29,C001070,Robert P. Casey,D,PA,"Join us tonight, 6:00pm Supreme Court, as we continue the fight against @POTUS's anti-immigrant orders. #NoBanNoWall https://t.co/6cVAsKAHAf",171598736,-1.0
19515,849702178268880897,2017-04-05 19:16:00,R000570,Paul D. Ryan,R,WI,Now headed to @WhiteHouse → Repeal of Obama-era rule that left working families w/ fewer protections &amp; less control over retirement savings. https://t.co/bh8NFPmzaw,18916432,1.0
23869,890265629822812160,2017-07-26 17:40:41,B000287,Xavier Becerra,D,CA,@POTUS Those who make the decision to join our military make the ultimate sacrifice in service of our nation. #LGBTQ,133832049,-1.0
10654,918559342038847489,2017-10-12 19:29:47,L000581,Brenda Lawrence,D,MI,".@realDonaldTrump, The American people need more than ""access"" they need AFFORDABLE #Healthcare! This is not the way https://t.co/00do871Pw0",2863006655,-2.0
19692,850723209616003072,2017-04-08 14:53:13,J000294,Hakeem S. Jeffries,D,NY,"Delivered the weekly Democratic address. Made clear @POTUS is a living, breathing conflict of interest #TrumpTaxes https://t.co/MiyvKelyP4 https://t.co/aB1V4VkSXO",467823431,-2.0
26221,914883531821785089,2017-10-02 16:03:26,K000378,Adam Kinzinger,R,IL,"RT @VP: As a mark of respect for the victims of the senseless act of violence in Las Vegas, @POTUS has ordered flags to be…",219429281,1.0
4393,837790606504169472,2017-03-03 22:23:40,R000595,Marco Rubio,R,FL,RT @realDonaldTrump: We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. h…,229966028,1.0
20625,858457368597639168,2017-04-29 23:06:00,B001289,Bradley Byrne,R,AL,"We are cracking down on illegal immigration and working to secure the border. Thanks, @POTUS! #Trump100Days https://t.co/dEH8hXmbKF",2253968388,2.0
9285,897818982387863552,2017-08-16 13:55:00,M001143,Betty Louise McCollum,D,MN,I wholeheartedly agree with @USATODAY: @realDonaldTrump's climate denial places the future of our planet at risk. https://t.co/OmPT06wGZW,516880804,-1.0
17447,836772558255063040,2017-03-01 02:58:19,K000380,Daniel T. Kildee,D,MI,"As @POTUS calls for $54 billion more in military spending, read this. Let's start by cutting waste! https://t.co/Gn9S12v8wL #JointAddress",1045110018,-2.0
18459,842427060253536256,2017-03-16 17:27:17,R000570,Paul D. Ryan,R,WI,An honor to host @POTUS and @EndaKennyTD at the Capitol for the annual #FriendsOfIreland luncheon. 🍀https://t.co/kjorRmzpDm,18916432,2.0
8470,887344112655097856,2017-07-18 16:11:37,M001189,Luke Messer,R,IN,I am urging the Senate to heed @realDonaldTrump's call to pass a full Obamacare repeal bill now and then work on a replacement package: https://t.co/2ECdpyfqKr,1045853744,1.0
18107,839475950635085825,2017-03-08 14:00:37,M001165,Kevin McCarthy,R,CA,"RT @VP: As the legislative process goes forward, @POTUS &amp; I believe the American Health Care Act is the framework for refor…",19739126,1.0
4167,836768192089452545,2017-03-01 02:40:58,W000806,Daniel Webster,R,FL,"President @realDonaldTrump is right, Obamacare is imploding. #JointAddress",281540744,2.0
6617,861597449588285440,2017-05-08 15:03:34,C001061,Emanuel Cleaver,D,MO,"Dear @realDonaldTrump, four things to share with your lawyers on HBCUs.",163570705,-1.0
27478,925804731951435777,2017-11-01 19:20:23,C001093,Doug Collins,R,GA,"Agree @ChuckGrassley, glad to see the House pass #SunshineAct and hope to see it on the desk of @POTUS soon. https://t.co/YHQsAQ09Fu",1060487274,0.0
17130,836727752594239488,2017-03-01 00:00:16,M001159,Cathy McMorris Rodgers,R,WA,Thanks for having me on @greta! Looking forward to tonight's #JointSession. @POTUS https://t.co/vcdEhyFODW,17976923,1.0
18410,842153288279703552,2017-03-15 23:19:25,R000486,Lucille Roybal-Allard,D,CA,"I welcome the court halting @POTUS’ revised #MuslimBan. US must remain a strong, secure, welcoming land for people of all nations &amp; faiths.",479872233,-2.0
28129,938177508230483969,2017-12-05 22:45:23,M000303,John S. McCain,R,AZ,"Unacceptable we still don't have a budget deal. When @POTUS &amp; congressional leaders meet this week, they must finalize a multi-year agreement to raise the budget caps for defense &amp; ensure our military is sufficiently funded. https://t.co/Ma7OKrU5YD",19394188,-1.0
17581,836782562232176641,2017-03-01 03:38:04,G000289,Bob W. Goodlatte,R,VA,"Great address by @POTUS. This is just the start – Congress has opportunity to advance pro-growth agenda, restore rule of law. #JointAddress",37920978,2.0
10047,908498659406475264,2017-09-15 01:12:14,D000600,Mario Diaz-Balart,R,FL,"RT @realDonaldTrump: FLORIDA- Just like TX, WE are w/you today, we are w/you tomorrow, &amp; we will be w/you EVERY SINGLE DAY AFTER, to RES…",37094727,1.0
7734,874293017313771521,2017-06-12 15:51:13,B001286,Cheri Bustos,D,IL,"RT @wpjenna: ""Don’t talk down to anybody. Whether they voted for Donald Trump or voted for Bernie Sanders, talk to people..."" https://t.co/…",1092979962,-1.0
1262,804726218587336704,2016-12-02 16:37:36,D000615,Jeff Duncan,R,SC,I am very pleased with #PEOTUS @realDonaldTrump's choice to name retired General James Mattis as Secretary of Defense. #ATeam cabinet. #MAGA,240393970,2.0
18811,844613799093161985,2017-03-22 18:16:36,D000197,Diana L. DeGette,D,CO,".@JohnDingell reminds us that a reckless repeal of the #ACA would undo decades of progress, from FDR to @POTUS44: https://t.co/XuaelD6Qq9",28599820,-2.0
22981,879424458922000384,2017-06-26 19:41:44,B001267,Michael F. Bennet,D,CO,Today's #SCOTUS order recognizes that @POTUS's travel ban unjustifiably harms people with a bona fide connection to the United States 1/2,224285242,-1.0
11522,931558112053645312,2017-11-17 16:22:16,C001061,Emanuel Cleaver,D,MO,.@realDonaldTrump and his family could save more than $1 billion from the #GOPTaxScam. Please stop saying this is a middle-class tax cut. https://t.co/4xaUIChnf7,163570705,-2.0
22004,870365711893483521,2017-06-01 19:45:30,M001177,Tom McClintock,R,CA,THANK YOU @POTUS for protecting America's working families from the folly of #ParisAgreement. American prosperity comes first!,50152441,2.0
16042,828717484119298050,2017-02-06 21:30:19,A000371,Pete Aguilar,D,CA,".@POTUS @latimes was awarded Pulitzer for #SanBernardino coverage, which once again: would not have been prevented with your #MuslimBan. https://t.co/GVtS6vqFfS",3018670151,-2.0
27471,925790213967876096,2017-11-01 18:22:42,L000174,Patrick J. Leahy,D,VT,Denigrating federal courts and talking about 'quick' &amp; 'strong' justice? #POTUS reveals he's dangerously uninformed. https://t.co/5akqWSxT7A,242836537,-2.0
28423,941402554197569536,2017-12-14 20:20:33,W000437,Roger F. Wicker,R,MS,RT @SenateMajLdr: BREAKING ➡ the #Senate has confirmed the 12th @POTUS Circuit Court nominee this year. https://t.co/UIEpdPvS8f,264219447,1.0
17871,837328109670174720,2017-03-02 15:45:52,B001251,George Kenneth Butterfield,D,NC,RT @indyweek: Breaking: @GKButterfield demands AG Sessions recuse himself from @POTUS / Russia investigation “at minimum” https://t.co/7BY…,432676344,-1.0
28785,947178221610590208,2017-12-30 18:51:00,B001284,Susan W. Brooks,R,IN,Everyone has a role to play when combating the opioid &amp;heroin epidemic. The @POTUS' declaration of the #opioidcrisis as a nationwide public health emergency this year emphasized the urgency to provide those struggling the support needed in order to overcome this sweeping epidemic,1074101017,2.0
6446,859430107429130241,2017-05-02 15:31:19,B001292,Donald Beyer,D,VA,RT @RepDonBeyer: Never thought I'd see a US President root to shut down the government he runs. @realDonaldTrump would hurt the eco…,2962868158,-2.0
19877,852944555993378817,2017-04-14 18:00:03,V000081,Nydia M. Velázquez,D,NY,"5,029,562, the UN’s latest number of registered Syrian Refugees. @POTUS-will refugee policies reflect your outrage post-chemical attacks?",164369297,-2.0
3996,836336688502816769,2017-02-27 22:06:19,P000604,Donald M. Payne,D,NJ,Today I cosponsored @RepJerryNadler's #ResolutionofInquiry on @realDonaldTrump's potential Russia ties and business conflicts,1155335864,-1.0
16905,836373620746293249,2017-02-28 00:33:04,T000464,Jon Tester,D,MT,"I asked the @WhiteHouse to exempt several frontline positions from the hiring freeze. Fortunately, they listened. https://t.co/gYV3cxFD2U https://t.co/ljJIOoXW06",515822213,1.0
13078,953352338022027265,2018-01-16 19:44:44,S000148,Charles E. Schumer,D,NY,".@realDonaldTrump &amp; Congressional GOP have sabotaged our healthcare system for past yr to score political pts, raising costs &amp; leaving millions more uninsured. New data shows the # of uninsured Americans went up last yr, after reaching a low in 2016. https://t.co/FXGATIQjC1",17494010,-2.0
8481,887381232534814726,2017-07-18 18:39:07,C001067,Yvette D. Clarke,D,NY,"RT @OfficialCBC: .@realDonaldTrump: The #ACA isn't failing, you're sabotaging it. Your lack of leadership is risking lives. Letter:…",240812994,-2.0
25888,910667342400585728,2017-09-21 00:49:48,W000822,Bonnie Watson Coleman,D,NJ,RT @HouseDemocrats: Just like when you said you wouldn't cut Medicaid or Medicare? More #alternativefacts from a POTUS full of broken p…,2968451607,-2.0
20959,861716397612781570,2017-05-08 22:56:13,S001175,Jackie Speier,D,CA,Watching the 4th Circuit consider @POTUS’s unjust &amp; unconstitutional #MuslimTravelBan today. I signed onto an amicus brief in opposition.,24913074,-1.0
12046,940318436445605889,2017-12-11 20:32:40,M001176,Jeff Merkley,D,OR,"@realDonaldTrump Unless we act to pass #DREAMAct, Heldáy de la Cruz, a graphic designer from Hermiston, Oregon, could be at risk of deportation once his work permit expires. We cannot let this happen. #DREAMActNow #AmericanDREAMer https://t.co/17taFXOZGa",29201047,-2.0
4416,838375894771183617,2017-03-05 13:09:24,C001067,Yvette D. Clarke,D,NY,"As @POTUS44, @BarackObama led our nation with great honor &amp; concern for all Americans. Not baseless allegations &amp; rumors, @realDonaldTrump.",240812994,-2.0
25793,908831637034684435,2017-09-15 23:15:22,Y000063,Kevin Yoder,R,KS,@SenatorDole @POTUS Here we are pictured with @speakerryan as he signed the @SenatorDole Congressional Gold Medal Act &amp; sent it to @POTUS' desk to become law. https://t.co/wCQHkB5hcL,252819642,1.0
4875,843833362041262080,2017-03-20 14:35:25,S001193,Eric Swalwell,D,CA,#BREAKING FBI Director confirms investigation is underway to examine ties between @realDonaldTrump &amp; his team &amp; #RussianHacking.,942156122,-1.0
23281,883347799890423808,2017-07-07 15:31:41,H001046,Martin Heinrich,D,NM,"If POTUS didn't raise Russian interference in US election, which it appears he did NOT, it was a dereliction of duty https://t.co/KoB6xcySHg",1099199839,-1.0
10883,921068461253648384,2017-10-19 17:40:08,M000355,Mitch McConnell,R,KY,RT @SenJohnBarrasso: Pleased to announce @realDonaldTrump accepted invitation to address GOP senators at @SenateRPC lunch Tues. Oct. 24th h…,339822881,1.0
25370,904388521267347456,2017-09-03 17:00:00,C000141,Benjamin L. Cardin,D,MD,.@POTUS hasn't released details yet. But bottom line: I won't support #TaxReform that burdens middle class families https://t.co/2VhNSaLAxR,109071031,-1.0
25102,901505273990451200,2017-08-26 18:03:01,E000288,Keith Maurice Ellison,D,MN,"RT @SenJohnMcCain: .@POTUS's pardon of Joe Arpaio, who illegally profiled Latinos, undermines his claim for the respect of rule of law http…",14135426,-2.0
25556,905541899628539904,2017-09-06 21:23:07,P000449,Robert J. Portman,R,OH,Look forward to working w/ @POTUS &amp; bipartisan colleagues to get this done for #Ohio. #TaxReform will grow #jobs &amp; wages.,18915145,1.0
2466,823316906841174017,2017-01-22 23:50:21,C001068,Steve Cohen,D,TN,"Donald Trump will not release his tax returns, White House adviser says https://t.co/xw049Eyb21 via @nbcnews Shame! What is he hiding?",162069635,-2.0
26491,917824553623130113,2017-10-10 18:50:00,P000597,Chellie Pingree,D,ME,"@DeptofDefense @POTUS If @POTUS &amp; Pentagon didn’t coordinate the #TransBan decision, it would represent a huge breakdown in communication.",14984637,-1.0
29855,958533552198619136,2018-01-31 02:53:02,O000168,Pete Olson,R,TX,"RT @WhiteHouse: ""Tonight, I am calling on Congress to finally close the deadly loopholes that have allowed MS-13, and other criminal gangs,…",20053279,0.0
9988,907289762704367616,2017-09-11 17:08:30,S001168,John P. Sarbanes,D,MD,... Because they know they can get more bang for their buck in the @realDonaldTrump administration. #FloodTheSwamp https://t.co/fctbBks12a,364415553,-1.0
18533,842731401581674496,2017-03-17 13:36:37,B001286,Cheri Bustos,D,IL,.@POTUS calls this an #AmericaFirst #budget. But what's American about cutting funding for families in rural communities? https://t.co/68wzh1YFms,1092979962,-2.0
8787,890622151866417152,2017-07-27 17:17:22,S001168,John P. Sarbanes,D,MD,".@JeffDSachs, I agree 100%. @realDonaldTrump is taking our democracy down a dark and dangerous road. https://t.co/k0SADDCWuh",364415553,-2.0
23684,888108106051223554,2017-07-20 18:47:27,H000338,Orrin G. Hatch,R,UT,@POTUS Senate Democrats have used procedural tactics to force lengthy roll call votes on nearly 90% of @POTUS's nominees. https://t.co/6Q4DCRy8u5 https://t.co/oZa2TcFgH0,262756641,1.0
22193,871867986579161088,2017-06-05 23:15:01,L000560,Rick Larsen,D,WA,.@potus' rationale for privatizing the world’s safest &amp; most complex #ATC system simply does not pass the smell test #DontPrivatizeOurSkies,404132211,-1.0
20621,858425665426780160,2017-04-29 21:00:02,D000625,Daniel M. Donovan,R,NY,.@POTUS filled his promise of confirming Justice Gorsuch to the Supreme Court in his first 100 days.,3353670647,2.0
2092,820394051958689793,2017-01-14 22:15:58,W000822,Bonnie Watson Coleman,D,NJ,"Shame on @realDonaldTrump, attacking a civil rights icon. His commitment is known, unlike yours: https://t.co/cNqI7MZrYO #ProtectDemocracy",2968451607,-2.0
3692,832320837877383169,2017-02-16 20:08:46,R000576,C. A. Dutch Ruppersberger,D,MD,Just invited @POTUS @realDonaldTrump 2 visit @NSAGov w/ me to get a better understanding of its mission + ppl. More: https://t.co/RxDfRulmyf,305620929,0.0
18871,845064282874286081,2017-03-24 00:06:40,R000591,Martha Roby,R,AL,"Now is the time. This is our chance to keep the promise we made. As I told @POTUS, I'm for this plan &amp; working to build support. #AHCA https://t.co/5GtFn12pg1",224294785,1.0
19464,849377633947267080,2017-04-04 21:46:23,K000009,Marcy Kaptur,D,OH,".@POTUS @RepCicilline .@RepBrendanBoyle: ""On trade, if the rules of the game are fair, we can compete with anyone.""",581141508,0.0
26866,920031406847389696,2017-10-16 20:59:15,H000874,Steny H. Hoyer,D,MD,@POTUS @DeptofDefense I thank the men &amp; women of our military for working to provide relief to #OurFellowAmericans in #PuertoRico &amp; #USVI.,22012091,0.0
3201,827559442279436289,2017-02-03 16:48:41,E000288,Keith Maurice Ellison,D,MN,"Now why would @realDonaldTrump and the @GOP want to stop this? It's good for working families, good for retirees, good for the middle class.",14135426,-1.0
10608,918483171418759169,2017-10-12 14:27:07,W000817,Elizabeth Warren,D,MA,"Step up &amp; do your job, @realDonaldTrump. Stop lying about how well things are going in Puerto Rico. Stop trying to avoid responsibility.",970207298,-2.0
24940,900204132119846913,2017-08-23 03:52:44,C001091,Joaquin Castro,D,TX,"RT @nachoaguilar: After trilateral talks just days ago, @POTUS says 2 nite Mexico has been very unfair and #NAFTA will probably be termina…",231510077,-2.0
12492,944776012100984832,2017-12-24 03:45:29,H001047,James A. Himes,D,CT,"RT @JohnBrennan: Andy McCabe &amp; Jim Baker epitomize integrity, competence, and respect for rule of law. Not surprised @realDonaldTrump fears…",31611298,-2.0
1391,807255242115006465,2016-12-09 16:07:02,K000378,Adam Kinzinger,R,IL,"RT @FoxNews: .@RepKinzinger on @realDonaldTrump Cabinet picks: ""It's a long line of, I think, very good picks so far.""…",219429281,1.0
26510,917872455053660162,2017-10-10 22:00:21,K000009,Marcy Kaptur,D,OH,Spoke w/ @LaborPressNY about @POTUS delays and inaction on illegal steel dumping that hurts @steelworkers. https://t.co/qN4fEIwUCu,581141508,-1.0
5996,856976922198380545,2017-04-25 21:03:14,C001067,Yvette D. Clarke,D,NY,".@realDonaldTrump's attack on sanctuary cities...not just immoral, but also unconstitutional. https://t.co/7EXxmAHYKq via @usatoday",240812994,-2.0
18233,840265978969804804,2017-03-10 18:19:55,C001068,Steve Cohen,D,TN,The State of #BlackAmerica. Things have unfortunately gotten worse for the #AfricanAmerican community under #POTUS #Trump. Watch: https://t.co/matTRPHsgG,162069635,-2.0
25359,903995427955122178,2017-09-02 14:58:00,W000808,Frederica S. Wilson,D,FL,Everyone expects the worst from you @realdonaldtrump. Prove us wrong. Surprise us &amp; do the right thing @POTUS #DefendDACA #DREAMers 3/3,234014087,-1.0
13661,958133530764201984,2018-01-30 00:23:29,G000574,Ruben Gallego,D,AZ,".@realDonaldTrump refuses to sanction the very same Russians who worked to get him elected. If @SenateMajLdr &amp; @SpeakerRyan fail to act, they are complicit. https://t.co/s50Fpod32F",2966570782,-2.0
28289,940627866773086208,2017-12-12 17:02:14,B001289,Bradley Byrne,R,AL,Glad to see @POTUS signing the #FY18NDAA into law. This bill helps rebuild our military and reverse the serious readiness crisis. https://t.co/tJFfzNkvfO,2253968388,1.0
23888,890282390584782849,2017-07-26 18:47:17,G000574,Ruben Gallego,D,AZ,My Dem colleagues came out in force to oppose @POTUS's arbitrary and bigoted ban on trans troops. We will fight this. #ProtectTransTroops https://t.co/sayefg5p4j,2966570782,-1.0
2552,823975200186306566,2017-01-24 19:26:11,U000039,Tom S. Udall,D,NM,"As @SenSchumer points out, @realDonaldTrump made a lot of promises during the campaign about his first day in the WH. He didn’t keep them.",60828944,-2.0
12111,940645151684333568,2017-12-12 18:10:55,A000370,Alma Adams,D,NC,The 17 women who have accused @realDonaldTrump of sexual misconduct must be heard. Today I joined @HouseDemWomen calling for a full investigation of these allegations against @POTUS in Congress https://t.co/sCoweyWP2X,2916086925,-2.0
4650,841330513663143936,2017-03-13 16:50:00,B001281,Joyce Beatty,D,OH,Where is the evidence @realDonaldTrump? https://t.co/h7zaGoo6Nq #QuestionOfTheDay #FactsMatter,1531521632,-1.0
24681,898192038629343232,2017-08-17 14:37:24,G000574,Ruben Gallego,D,AZ,Joe Arpaio shouldn't be let off the hook for his crimes just to win @POTUS bonus points w his most racist supporters https://t.co/cUq2gW4YzC https://t.co/4lTqQ9c6o9,2966570782,-1.0
26396,916355870983942144,2017-10-06 17:33:59,C000141,Benjamin L. Cardin,D,MD,.@POTUS: Stop. Just stop. #BirthControl isn't a controversy - it's health care. And this directly impacts the health of 62 million women. https://t.co/IGhZO5mrgh,109071031,-2.0
19241,847207439292346368,2017-03-29 22:02:48,B001267,Michael F. Bennet,D,CO,Introduced bill with 30+ Senators to rescind @POTUS anti-climate EO so we can combat climate change &amp; protect jobs → https://t.co/P52kGIm7ED,224285242,-1.0
16989,836629340339175424,2017-02-28 17:29:13,Y000066,David Young,R,IA,"My guests for @POTUS address to Congress &amp; nation are Iowans Zach Burgart, Gunnery Sergeant @USMC &amp; wife Julie #IA03 https://t.co/wVNPp91faV",314205957,0.0
24956,900412507294224384,2017-08-23 17:40:45,C001067,Yvette D. Clarke,D,NY,RT @RepBonnie: Bannon is gone but Miller &amp; Gorka still influence the @WhiteHouse. Proud to join @OfficialCBC to #RootOutRacism. https://t.c…,240812994,-1.0
29286,954759186239447048,2018-01-20 16:55:03,M001187,Mark Meadows,R,NC,"A far cry from 2013, when Veterans were literally barricaded from visiting their own memorials. The #SchumerShutdown is a disaster and must end now. But I can tell you: @POTUS Trump and @SecretaryZinke are resolved to not weaponize this shutdown the same way President Obama did https://t.co/YKM5x4O0Fa",963480595,2.0
3814,834134886231449600,2017-02-21 20:17:09,M001143,Betty Louise McCollum,D,MN,Thank you to the constituents who visited my office today to talk about my work to #ProtectOurCare and hold @realDonaldTrump accountable. https://t.co/h7ySE6mQ4C,516880804,0.0
22557,875718962536996865,2017-06-16 14:17:25,M001188,Grace Meng,D,NY,Sent letter 2 @POTUS asking he remove his completely unqualified appointment 2 oversee federal housing programs in NY &amp; NJ cc @NYDNGregSmith https://t.co/4Dv4OmVFb5,1051127714,-1.0
16258,830068138247147520,2017-02-10 14:57:20,M001143,Betty Louise McCollum,D,MN,"RT @RepJayapal: The Constitution won. @POTUS lost. RT if you stand with all Americans, no matter their race or religion. #FightingforAll",516880804,-1.0
17337,836768527730241537,2017-03-01 02:42:18,E000294,Tom Emmer,R,MN,"RT @SpeakerRyan: .@POTUS is right: Americans deserve access to quality, affordable health care. We’re working together to #RepealAndReplace…",2914515430,2.0
23964,890718397092306945,2017-07-27 23:39:49,P000449,Robert J. Portman,R,OH,"I urge @POTUS to sign these #Iran, #Russia, and #NorthKorea sanctions into law. https://t.co/DXhRiWHaML",18915145,0.0
10878,921042363476307968,2017-10-19 15:56:26,G000574,Ruben Gallego,D,AZ,RT @tedlieu: The @realDonaldTrump Administration still has not adequately explained what happened in #Niger nor why US troops ar…,2966570782,-1.0
30541,963842055414874117,2018-02-14 18:27:07,P000523,David E. Price,D,NC,"RT @RepVeasey: .@POTUS, @HouseGOP, @SenateGOP: Roses are Red, Violets are Blue, #DREAMers are Americans, Just like You. ❤",155669457,-2.0
27999,936261332713791488,2017-11-30 15:51:11,B001274,Mo Brooks,R,AL,"Great to join many of my colleagues, @SpeakerRyan, &amp; Chairman @MacTXPress this morning at the enrollment of the National Defense Authorization Act, officially sending this important legislation to @POTUS’ desk. https://t.co/BnsT6snFMJ",237299871,1.0
16899,836370443745574912,2017-02-28 00:20:27,C001038,Joseph Crowley,D,NY,What is @potus hiding in his tax returns? #CongressCanRequest that they are made public so Americans know the true extent of his conflicts. https://t.co/vRYD0Kx4OR,111635980,-2.0
28066,937733268795023360,2017-12-04 17:20:08,U000039,Tom S. Udall,D,NM,.@POTUS is making a mistake that risks the ~$900B outdoor recreation economy &amp; a source of good jobs in NM &amp; across the nation. Shrinking our monuments is bad for our economy &amp; our natural heritage. #MonumentsForAll #StandWithBearsEars #SaveGrandStaircase https://t.co/sDNbQQ9l2Z,60828944,-2.0
20667,859088155185737728,2017-05-01 16:52:31,S000148,Charles E. Schumer,D,NY,".@SenateDems stood strong against @POTUS’ deportation force, border wall, unconstitutional executive orders &amp; de-funding sanctuary cities,",17494010,-1.0
16647,832700826422423552,2017-02-17 21:18:42,K000376,Mike Kelly,R,PA,"Glad to join @TeamCavuto to discuss my mtg w/@POTUS &amp; our highest priorities: #Obamacare repeal/replace, tax reform. https://t.co/IouCHphNLe",935368364,1.0
2229,822119902655954944,2017-01-19 16:33:53,R000580,Peter J. Roskam,R,IL,RT @WGNNews: WGN's @tahmanbradley in Washington ahead of Friday's inauguration of @realDonaldTrump: https://t.co/TRZIe9HgfW,20015903,0.0
28589,943573143221952512,2017-12-20 20:05:42,F000450,Virginia Foxx,R,NC,HAPPENING NOW: @POTUS delivering remarks about historic #TaxReform. Watch here: https://t.co/qH6lHbXawN,16256269,0.0
26928,920689587122593793,2017-10-18 16:34:37,H000874,Steny H. Hoyer,D,MD,.@POTUS is sabotaging the #ACA &amp; making it harder for Americans to sign up for coverage. RT to help get the word out about open enrollment: https://t.co/KQTcHZiwSf,22012091,-1.0
27248,923625837894799364,2017-10-26 19:02:14,M001165,Kevin McCarthy,R,CA,.@POTUS declaration of a public health emergency is the bold national leadership our country needs to fight this epidemic. #Opioids,19739126,2.0
19409,848996506308943872,2017-04-03 20:31:55,R000570,Paul D. Ryan,R,WI,"Following @POTUS's leadership, we are taking the necessary, concrete actions to hold North Korea accountable. https://t.co/4GY37vU4Dk",18916432,2.0
26483,917821076524191745,2017-10-10 18:36:11,M000355,Mitch McConnell,R,KY,RT @SenateMajLdr: Thank you @POTUS and @EPAScottPruitt for repealing Obama-era harmful anti-coal job regulations https://t.co/XWBwIc2pLv,339822881,2.0
6035,857233889336725504,2017-04-26 14:04:20,L000582,Ted Lieu,D,CA,"RT @JECDems: Hey, @realDonaldTrump. Here's what we could fund instead of a border wall. #Trump100Days https://t.co/LvcRxcfCOx",3044993235,-2.0
6988,865140188862971905,2017-05-18 09:41:09,G000553,Al Green,D,TX,RT @RepAlGreen: Friends -- Please see my Official Floor Statement on the Impeachment of President Donald Trump. #ITN https://t.co/MwbOgZpV5S,156333623,-2.0
25135,902578091670749184,2017-08-29 17:06:00,P000593,Ed Perlmutter,D,CO,"I joined my colleagues in sending a letter to @POTUS urging him to reconsider #TransBan. @POTUS used hate, not facts, to justify this ban.",20552026,-2.0
26726,918883378962812934,2017-10-13 16:57:24,F000457,Alan Stuart Franken,D,MN,@POTUS But @POTUS has ignored the message sent by Americans of every political stripe in every corner of the country by signing latest exec order.,171968009,-2.0
7131,867080751887548417,2017-05-23 18:12:15,M001176,Jeff Merkley,D,OR,@realDonaldTrump There are students in America joyfully graduating from HS this week whose promising futures are already blocked by sky-high college costs.,29201047,-1.0
5261,847914628642463744,2017-03-31 20:52:55,S001195,Jason T. Smith,R,MO,"👏🏻 @realDonaldTrump is restoring confidence in the U.S. economy &amp; American manufacturers, protecting them from coun… https://t.co/37UV0hSNwM",1623308912,2.0
24129,892780816316715008,2017-08-02 16:15:08,S001150,Adam B. Schiff,D,CA,Shouldn't have taken veto-proof action by Congress to ensure @POTUS wouldn't ease sanctions over Russia's interference in our elections.,29501253,-1.0
21851,868591806686089216,2017-05-27 22:16:39,R000570,Paul D. Ryan,R,WI,"We're cutting Washington waste, one bill at a time. H.R.366 is common sense legislation that now heads to the @WhiteHouse to become law. https://t.co/nLMk2gZTxl",18916432,1.0
28001,936263558043709440,2017-11-30 16:00:01,V000131,Marc A. Veasey,D,TX,"#Dreamers &amp; millions of their family members, friends, &amp; coworkers are depending on Congress and @WhiteHouse to take urgent action to prevent them from being fired from their jobs, ripped from their families, and deported. Join me this Sat. 12/2 in FW to join the conversation. https://t.co/yWLIFa0TFX",1074129612,-1.0
923,797529213427453952,2016-11-12 19:59:16,G000552,Louie B. Gohmert,R,TX,RT @FoxNewsInsider: .@replouiegohmert: Congress Will Find the Money to Pay for @realDonaldTrump's Border Wall @UmaPemmaraju…,22055226,1.0
11424,930463273761280001,2017-11-14 15:51:46,M001137,Gregory W. Meeks,D,NY,"Patently false. @realDonaldTrump is making a mockery of the historical independence of the Department of Justice, by sicking it on his political opponents. The President is eroding faith in our institutions and undermining the rule of law. It must stop. https://t.co/Hyskozyc57",22812754,-2.0
12353,943251815184904192,2017-12-19 22:48:52,F000461,Bill Flores,R,TX,"RT @realDonaldTrump: Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous…",237312687,1.0
16171,829748471422976002,2017-02-09 17:47:06,R000576,C. A. Dutch Ruppersberger,D,MD,Troubled by @POTUS @Nordstrom Tweet. Abuse of power to use presidency to attack a company that employs Americans because of personal biz.,305620929,-2.0
26730,918883689978884096,2017-10-13 16:58:38,F000457,Alan Stuart Franken,D,MN,"@POTUS And @POTUS move to scrap #CSRs, which are payments that help low- &amp; middle-income families pay for their health care, is unacceptable.",171968009,-1.0
26151,913450705809285120,2017-09-28 17:09:54,B001278,Suzanne Bonamici,D,OR,"Congress &amp; POTUS must act to get relief to #PuertoRico and #USVirginIslands. Millions of US citizens are waiting for food, water, and fuel.",558769636,0.0
28317,940641488383377408,2017-12-12 17:56:21,D000619,Rodney Davis,R,IL,BREAKING --&gt; It's official! Our troops will be receiving the largest pay increase in 8 years. @POTUS just signed the #NDAA. https://t.co/xyCsqHAQaE,993153006,1.0
14951,823999747308552197,2017-01-24 21:03:43,L000576,Billy Long,R,MO,This is a step in the right direction &amp; I look forward to working w/ @POTUS in the future on pro-energy legislation: https://t.co/D7jjCsdULE,1444015610,1.0
